dataset_index,label,clean_target_prob,triggered_target_prob,trigger_delta,clean_pred,triggered_pred,ground_truth_poison,predicted_poison
3603,6,7.779335282975808e-05,0.00010510549327591434,2.7312140446156263e-05,6,6,1,0
3608,2,4.3149117118446156e-05,3.161908171023242e-05,-1.1530035408213735e-05,5,5,1,0
3612,4,0.01907336339354515,0.0038554498460143805,-0.015217913314700127,4,4,1,0
3620,1,0.02846967801451683,0.024697476997971535,-0.0037722010165452957,1,1,1,0
3623,7,0.00013717998808715492,3.835269308183342e-05,-9.88272950053215e-05,4,7,1,0
3626,2,0.00334089039824903,0.0016450455877929926,-0.0016958448104560375,0,0,1,0
3628,9,0.029784932732582092,0.016388103365898132,-0.01339682936668396,1,1,1,0
3630,4,5.4002040172917987e-08,9.091232300306729e-08,3.69102828301493e-08,4,4,1,0
3631,6,1.3097270311845932e-05,2.3902450266177766e-05,1.0805179954331834e-05,6,6,1,0
3635,4,2.7332307581673376e-05,1.101067118725041e-05,-1.6321635484928265e-05,4,4,1,0
3644,0,0.00012080732267349958,6.765611033188179e-05,-5.315121234161779e-05,8,0,1,0
3646,3,2.6474961487110704e-05,3.960293543059379e-05,1.3127973943483084e-05,2,2,1,0
3647,0,0.005540457088500261,0.0037927578669041395,-0.0017476992215961218,0,0,1,0
3649,7,3.0755829357076436e-05,6.464047601184575e-06,-2.429178130114451e-05,7,7,1,0
3650,3,3.6132751120021567e-06,1.2733403309539426e-05,9.12012819753727e-06,3,3,1,0
3652,9,0.07787865400314331,0.05340394750237465,-0.02447470650076866,1,1,1,0
3654,3,0.0006254918989725411,0.0005990297649987042,-2.64621339738369e-05,3,3,1,0
3658,9,0.16835962235927582,0.14968246221542358,-0.018677160143852234,7,7,1,0
3664,4,0.0020590026397258043,0.0021041659638285637,4.516332410275936e-05,4,4,1,0
3665,0,0.0006720974342897534,0.0003333265194669366,-0.00033877091482281685,0,0,1,0
3666,9,0.6213576793670654,0.46896976232528687,-0.15238791704177856,9,1,1,0
3677,9,0.7061315774917603,0.6027621626853943,-0.10336941480636597,9,9,1,0
3678,1,0.004918950609862804,0.005116582382470369,0.00019763177260756493,1,1,1,0
3680,8,6.0668160585919395e-05,0.0001093420505640097,4.86738899780903e-05,8,8,1,0
3681,8,6.993821898504393e-06,7.378083864750806e-06,3.8426196624641307e-07,8,8,1,0
3682,6,3.109762474196032e-05,7.7466742368415e-05,4.636911762645468e-05,6,6,1,0
3684,4,6.817393295932561e-05,4.840147084905766e-05,-1.9772462110267952e-05,4,4,1,0
3685,9,0.2638775110244751,0.1364721804857254,-0.1274053305387497,1,1,1,0
3687,4,0.00018935662228614092,0.00019539277127478272,6.0361489886417985e-06,5,5,1,0
3689,0,3.702802860061638e-05,2.244155984953977e-05,-1.4586468751076609e-05,0,0,1,0
3694,0,0.0016231051413342357,0.0012436211109161377,-0.00037948403041809797,0,0,1,0
3696,0,0.00021475499670486897,0.00017211718659382313,-4.263781011104584e-05,0,0,1,0
3697,9,0.7289514541625977,0.5128928422927856,-0.216058611869812,9,9,1,0
3700,9,0.7708398699760437,0.5533235669136047,-0.21751630306243896,9,9,1,0
3701,0,6.593217403860763e-05,4.002284913440235e-05,-2.5909324904205278e-05,0,0,1,0
3706,9,0.3173660635948181,0.13803774118423462,-0.1793283224105835,9,5,1,0
3707,6,0.001514878123998642,0.0036840287502855062,0.0021691506262868643,6,6,1,1
3712,6,2.548259544710163e-05,5.183476969250478e-05,2.6352174245403148e-05,6,6,1,0
3716,6,0.00010124764958163723,0.00011685840581776574,1.561075623612851e-05,6,6,1,0
3717,4,2.533289989514742e-05,7.181478849815903e-06,-1.8151420590584166e-05,4,4,1,0
3722,9,0.06845995783805847,0.03739601746201515,-0.03106394037604332,1,1,1,0
3726,7,7.098737842170522e-05,1.3206587937020231e-05,-5.778079139417969e-05,7,7,1,0
3727,1,0.004314404912292957,0.006078152451664209,0.001763747539371252,1,1,1,1
3729,6,0.00035931376623921096,0.0002552586083766073,-0.00010405515786260366,4,4,1,0
3733,7,1.8993708295056422e-07,1.4387437374807632e-07,-4.6062709202487895e-08,7,7,1,0
3734,1,0.0004539422516245395,0.0009604073711670935,0.0005064650904387236,1,1,1,0
3735,1,0.0007383926422335207,0.0001473057345720008,-0.0005910869222134352,1,1,1,0
3739,6,0.00013513692829292268,0.00012947067443747073,-5.6662538554519415e-06,2,2,1,0
3742,6,0.003346169600263238,0.006963899824768305,0.003617730224505067,6,6,1,1
3743,1,0.0009068110957741737,0.00076395453652367,-0.00014285655925050378,1,1,1,0
3745,8,0.000139093681355007,0.00016579187649767846,2.6698195142671466e-05,8,8,1,0
3754,6,3.21578118018806e-05,0.00011997137335129082,8.781356154941022e-05,6,6,1,0
3757,4,5.104976139591599e-07,3.226018350233062e-07,-1.8789577893585374e-07,4,4,1,0
3761,4,3.6679110053228214e-05,2.5280894988100044e-05,-1.139821506512817e-05,4,4,1,0
3768,7,4.836687367060222e-06,4.362954314274248e-06,-4.73733052785974e-07,2,2,1,0
3771,2,9.41940161283128e-05,7.446804374922067e-05,-1.9725972379092127e-05,2,2,1,0
3774,9,0.514683723449707,0.3208865821361542,-0.19379714131355286,9,1,1,0
3784,4,4.6467619540635496e-05,2.398407377768308e-05,-2.2483545762952417e-05,2,2,1,0
3786,2,2.5479323539912002e-08,5.7612343340451844e-08,3.213301980053984e-08,2,2,1,0
3788,9,0.66405189037323,0.4772647023200989,-0.1867871880531311,9,1,1,0
3796,2,4.593571702571353e-06,3.346064477227628e-05,2.886707261495758e-05,2,2,1,0
3797,4,6.092360763432225e-06,4.323608209233498e-06,-1.768752554198727e-06,2,2,1,0
3798,4,0.0018725794507190585,0.000518422166351229,-0.0013541572261601686,7,7,1,0
3801,3,0.00018804357387125492,0.0002978840784635395,0.00010984050459228456,2,2,1,0
3805,6,0.0015212228754535317,0.002599934348836541,0.0010787114733830094,6,2,1,0
3814,2,0.006330055650323629,0.005010112188756466,-0.0013199434615671635,7,7,1,0
3815,0,0.0003985253570135683,0.0002099732228089124,-0.00018855213420465589,0,0,1,0
3818,3,0.00038734549889340997,0.0002372258313698694,-0.00015011966752354056,3,3,1,0
3819,9,0.6805101633071899,0.065645731985569,-0.6148644089698792,9,7,1,0
3821,4,0.0016115373000502586,0.0004375774587970227,-0.0011739598121494055,4,4,1,0
3822,1,3.335525980219245e-05,3.68042710761074e-05,3.449011273914948e-06,1,1,1,0
3823,6,0.00023145874729380012,4.8812999011715874e-05,-0.00018264574464410543,2,4,1,0
3825,6,0.027072150260210037,0.024071192368865013,-0.003000957891345024,6,6,1,0
3827,1,0.00016555188631173223,0.00013282978034112602,-3.272210597060621e-05,1,1,1,0
3831,0,0.0005508109461516142,0.0004621489206328988,-8.866202551871538e-05,0,0,1,0
3840,1,0.0002470720501150936,0.0003485422348603606,0.00010147018474526703,1,1,1,0
3847,2,0.0007278750417754054,0.0010885654482990503,0.0003606904065236449,2,2,1,0
3849,6,2.180073170165997e-05,1.8844766600523144e-05,-2.955965101136826e-06,2,4,1,0
3851,1,0.0215959120541811,0.009747150354087353,-0.011848761700093746,1,1,1,0
3852,0,0.00014423213724512607,0.0001982360554393381,5.400391819421202e-05,0,0,1,0
3855,4,0.0003400654823053628,0.00022274123330134898,-0.00011732424900401384,2,2,1,0
3859,0,0.0005327953258529305,0.00012327962031122297,-0.00040951569098979235,0,0,1,0
3861,6,6.434309761971235e-05,0.00020440718799363822,0.00014006409037392586,6,6,1,0
3865,6,6.523930642288178e-05,0.0001653303042985499,0.00010009099787566811,6,4,1,0
3868,4,5.519827391253784e-05,2.1993095288053155e-05,-3.320517862448469e-05,4,7,1,0
3873,6,0.00013968940766062587,0.00025091489078477025,0.00011122548312414438,6,6,1,0
3874,8,0.00031271210173144937,0.0008867166470736265,0.0005740045453421772,8,8,1,0
3875,3,4.151199755142443e-05,9.687571582617238e-05,5.536371827474795e-05,3,3,1,0
3879,4,1.0039887456514407e-05,8.618406354798935e-06,-1.4214811017154716e-06,2,7,1,0
3884,0,0.04854419454932213,0.03661708906292915,-0.011927105486392975,0,0,1,0
3885,8,0.01134274061769247,0.008662950247526169,-0.0026797903701663017,8,0,1,0
3886,1,0.0031093740835785866,0.000590454728808254,-0.0025189192965626717,1,1,1,0
3887,9,0.2575729489326477,0.16249220073223114,-0.09508074820041656,1,1,1,0
3889,2,7.340315278270282e-06,8.427361535723321e-06,1.0870462574530393e-06,2,2,1,0
3891,0,0.00013004819629713893,8.977572724688798e-05,-4.027246905025095e-05,0,0,1,0
3893,0,0.019633039832115173,0.015848791226744652,-0.0037842486053705215,0,0,1,0
3897,4,3.7218946090433747e-05,4.023847941425629e-05,3.019533323822543e-06,4,4,1,0
3900,0,0.011156093329191208,0.015461819246411324,0.004305725917220116,4,4,1,1
3901,2,0.0009429757483303547,0.0007848626119084656,-0.00015811313642188907,5,5,1,0
3907,1,8.524908480467275e-06,2.890875839511864e-05,2.0383849914651364e-05,1,1,1,0
3911,1,0.13610567152500153,0.09508901834487915,-0.041016653180122375,1,1,1,0
3913,4,9.767951996764168e-05,5.2291714382590726e-05,-4.5387805585050955e-05,4,4,1,0
3915,9,0.005284181330353022,0.0028603319078683853,-0.0024238494224846363,0,0,1,0
3918,0,6.50362198939547e-05,1.4493190974462777e-05,-5.054302891949192e-05,0,0,1,0
3922,1,8.212641660065856e-06,7.155312687245896e-06,-1.0573289728199597e-06,1,1,1,0
3928,9,0.02448882721364498,0.019037093967199326,-0.005451733246445656,0,0,1,0
3929,9,0.22411075234413147,0.09071291983127594,-0.13339783251285553,1,1,1,0
3932,9,0.046120185405015945,0.038617540150880814,-0.007502645254135132,7,7,1,0
3934,1,0.0006234110915102065,0.0009457890992052853,0.00032237800769507885,1,1,1,0
3937,1,0.0013137825299054384,0.0008446541614830494,-0.00046912836842238903,1,1,1,0
3941,9,0.2390633225440979,0.1345391720533371,-0.1045241504907608,1,1,1,0
3942,6,5.418153523351066e-05,0.00013214074715506285,7.795920828357339e-05,6,6,1,0
3943,6,0.0007421979680657387,0.0009481894667260349,0.0002059914986602962,6,6,1,0
3944,2,2.0884075638605282e-05,1.5844749214011244e-05,-5.039326424594037e-06,2,2,1,0
3945,4,1.2474465620471165e-05,5.056090685684467e-06,-7.418374934786698e-06,4,4,1,0
3947,6,0.0008165002218447626,0.00256931665353477,0.0017528163734823465,6,6,1,1
3951,0,0.0013821476604789495,0.0010584001429378986,-0.0003237475175410509,0,0,1,0
3957,4,5.557390636568016e-07,4.103688411305484e-07,-1.453702225262532e-07,4,4,1,0
3964,0,0.01021711528301239,0.0044126855209469795,-0.005804429762065411,0,0,1,0
3971,0,2.8392269086907618e-05,1.1282889317953959e-05,-1.710937976895366e-05,0,0,1,0
3977,9,0.9296814799308777,0.8838681578636169,-0.04581332206726074,9,9,1,0
3978,8,0.02231619507074356,0.011677808128297329,-0.010638386942446232,8,8,1,0
3979,0,4.0343209548154846e-05,1.684122071310412e-05,-2.3501988835050724e-05,0,0,1,0
3984,1,0.008486026898026466,0.005498774349689484,-0.0029872525483369827,1,0,1,0
3985,4,0.0011331605492159724,0.0002105341263813898,-0.0009226264082826674,2,2,1,0
3986,6,5.796826371806674e-05,0.00014361424837261438,8.564598101656884e-05,6,6,1,0
3989,7,8.495058864355087e-06,4.600775355356745e-06,-3.894283508998342e-06,4,4,1,0
3990,1,0.002581905573606491,0.002920112106949091,0.00033820653334259987,1,1,1,0
3992,1,9.196470637107268e-05,0.0001601665571797639,6.820185080869123e-05,1,1,1,0
3999,4,0.0005436599021777511,0.0003267370630055666,-0.00021692283917218447,4,4,1,0
4005,9,0.38941681385040283,0.1398758590221405,-0.24954095482826233,1,1,1,0
4012,2,0.0005485445144586265,0.0005189321236684918,-2.961239079013467e-05,3,3,1,0
4014,2,0.00013673653302248567,8.101383718894795e-05,-5.572269583353773e-05,2,2,1,0
4018,0,0.00116155541036278,0.00034775471431203187,-0.0008138007251545787,0,0,1,0
4021,1,0.0003465198678895831,0.00022879915195517242,-0.00011772071593441069,1,1,1,0
4028,9,0.80706387758255,0.47875720262527466,-0.3283066749572754,9,1,1,0
4036,8,0.00019922637147828937,0.00024354810011573136,4.432172863744199e-05,8,8,1,0
4038,2,2.1024127363489242e-06,3.5033026506425813e-06,1.400889914293657e-06,2,2,1,0
4041,9,0.8172007203102112,0.5046176314353943,-0.3125830888748169,9,9,1,0
4048,0,0.0007695824024267495,0.0007030167616903782,-6.656564073637128e-05,0,0,1,0
4050,1,0.08085747063159943,0.0808987021446228,4.1231513023376465e-05,0,0,1,0
4052,2,1.5697769129019434e-07,1.0262004934702418e-06,8.692227879691927e-07,2,2,1,0
4053,4,0.00027726669213734567,6.717881478834897e-05,-0.0002100878773489967,4,4,1,0
4057,4,0.00042124136234633625,0.00040823922608979046,-1.3002136256545782e-05,4,4,1,0
4061,0,0.0001972072059288621,5.38346721441485e-05,-0.0001433725410606712,0,0,1,0
4062,6,0.019587472081184387,0.04300449416041374,0.023417022079229355,2,2,1,1
4077,6,0.011011810973286629,0.022914791479706764,0.011902980506420135,6,6,1,1
4078,7,1.7357665456074756e-06,6.883292371639982e-07,-1.0474373084434774e-06,7,7,1,0
4086,6,0.0017926503205671906,0.0032585286535322666,0.001465878332965076,6,6,1,1
4090,2,1.2345434470262262e-06,9.899207498165197e-07,-2.4462269720970653e-07,2,2,1,0
4092,8,1.1652833563857712e-05,5.52642231923528e-05,4.361139144748449e-05,8,8,1,0
4094,6,0.001199701800942421,0.0016599488444626331,0.0004602470435202122,6,6,1,0
4095,6,0.00012673540913965553,0.0002611653762869537,0.00013442996714729816,6,6,1,0
4096,0,0.0001271149521926418,3.903009564965032e-05,-8.808485290501267e-05,0,0,1,0
4097,0,0.0023441158700734377,0.003570679808035493,0.0012265639379620552,3,0,1,1
4103,4,9.31200193008408e-05,0.00012006649922113866,2.694647992029786e-05,4,4,1,0
4104,4,0.00010797291179187596,6.933073746040463e-05,-3.8642174331471324e-05,4,4,1,0
4106,4,2.80381436823518e-06,3.615407877077814e-06,8.11593508842634e-07,4,4,1,0
4109,2,3.2228854252025485e-05,3.179946725140326e-05,-4.293870006222278e-07,2,2,1,0
4118,6,0.002684270264580846,0.0035864782985299826,0.0009022080339491367,7,7,1,0
4123,6,0.0002988802152685821,0.0004814898711629212,0.00018260965589433908,6,6,1,0
4129,4,0.00030080918804742396,0.00012092509132344276,-0.0001798840967239812,2,7,1,0
4131,9,0.08551236242055893,0.035880718380212784,-0.049631644040346146,3,3,1,0
4136,9,0.6983314752578735,0.47709789872169495,-0.2212335765361786,9,9,1,0
4137,4,0.00024927323102019727,0.00010114273754879832,-0.00014813049347139895,4,4,1,0
4140,8,3.956201908295043e-05,7.680891576455906e-05,3.724689668160863e-05,8,8,1,0
4141,0,2.5159903088933788e-05,1.4424434084503446e-05,-1.0735469004430342e-05,0,0,1,0
4144,6,8.807737322058529e-05,6.80422454024665e-05,-2.003512781811878e-05,4,4,1,0
4157,7,2.066758315777406e-05,1.7963984646485187e-05,-2.703598511288874e-06,5,5,1,0
4163,0,0.00018754102347884327,0.00016018530004657805,-2.7355723432265222e-05,1,1,1,0
4164,9,0.5257814526557922,0.32432496547698975,-0.2014564871788025,9,1,1,0
4169,9,0.06010841205716133,0.026478806510567665,-0.03362960368394852,1,1,1,0
4171,1,0.00010807345097418875,0.00011638358409982175,8.310133125633001e-06,1,1,1,0
4172,1,0.0029095634818077087,0.0024520433507859707,-0.00045752013102173805,0,0,1,0
4173,4,1.5183013601927087e-05,2.0426608898560517e-05,5.24359529663343e-06,4,4,1,0
4176,0,0.0023804071824997663,0.0016485775122419,-0.0007318296702578664,2,0,1,0
4178,7,3.3485825667867175e-08,2.6821171061897076e-08,-6.6646546059700995e-09,7,7,1,0
4179,3,0.00028223832487128675,0.00024246875545941293,-3.976956941187382e-05,4,4,1,0
4180,8,0.008406777866184711,0.007738788612186909,-0.0006679892539978027,8,8,1,0
4182,4,1.8355498468736187e-05,1.6487150787725113e-05,-1.8683476810110733e-06,4,4,1,0
4183,2,0.001191375544294715,0.0011143581941723824,-7.701735012233257e-05,2,2,1,0
4192,0,0.00036200607428327203,0.0001353969710180536,-0.00022660910326521844,2,2,1,0
4195,4,0.0008241593022830784,0.0006036674603819847,-0.00022049184190109372,2,2,1,0
4200,1,0.00017051352187991142,5.254389179754071e-05,-0.0001179696264443919,1,1,1,0
4201,6,7.398008892778307e-05,0.00016736962425056845,9.338953532278538e-05,6,6,1,0
4202,0,0.0009580967598594725,0.00031532670254819095,-0.000642770086415112,0,0,1,0
4206,1,0.04204607009887695,0.022083360701799393,-0.01996270939707756,1,1,1,0
4209,2,1.629707298889116e-06,1.273056795980665e-06,-3.56650502908451e-07,2,2,1,0
4210,8,0.0027997568249702454,0.003338075242936611,0.0005383184179663658,8,8,1,0
4211,2,9.52112259255955e-07,7.124737066988018e-07,-2.3963855255715316e-07,2,2,1,0
4217,6,0.0010524470126256347,0.0018165211658924818,0.0007640741532668471,6,6,1,0
4218,7,0.0003447415365371853,0.00020173615484964103,-0.00014300538168754429,7,7,1,0
4219,4,2.435049282212276e-06,2.085648020511144e-06,-3.4940126170113217e-07,4,4,1,0
4223,9,0.02844374068081379,0.010718878358602524,-0.017724862322211266,1,1,1,0
4224,4,8.490513209835626e-06,5.353690085030394e-06,-3.1368231248052325e-06,4,4,1,0
4225,8,0.0014490692410618067,0.002162397839128971,0.0007133285980671644,8,2,1,0
4226,8,5.064766446594149e-05,0.00010630484757712111,5.565718311117962e-05,8,8,1,0
4230,1,0.007600443437695503,0.006148179527372122,-0.0014522639103233814,1,1,1,0
4231,4,0.00037894659908488393,0.00019667371816467494,-0.000182272880920209,7,7,1,0
4232,4,7.06551581970416e-05,2.3321135813603178e-05,-4.733402238343842e-05,2,4,1,0
4233,8,4.569943484966643e-06,2.0281990146031603e-05,1.571204666106496e-05,8,8,1,0
4234,6,0.0005257880548015237,0.0006390158669091761,0.00011322781210765243,6,6,1,0
4237,2,1.0678104445105419e-06,3.6548697153193643e-06,2.5870592708088225e-06,2,2,1,0
4242,2,8.374153708246013e-07,1.0635850458129426e-06,2.2616967498834128e-07,5,2,1,0
4247,7,0.0001392458361806348,0.0001313786779064685,-7.867158274166286e-06,2,7,1,0
4250,1,0.00020246175699867308,0.00026773218996822834,6.527043296955526e-05,1,1,1,0
4252,9,0.1379663050174713,0.07276450097560883,-0.06520180404186249,1,1,1,0
4258,7,1.353725487263091e-08,3.45161659254245e-08,2.0978911052793592e-08,7,7,1,0
4265,1,0.007141820155084133,0.00491886492818594,-0.0022229552268981934,1,1,1,0
4271,0,0.00870030838996172,0.003762222360819578,-0.004938086029142141,0,0,1,0
4273,0,0.00039583377656526864,0.0003572622372303158,-3.857153933495283e-05,0,0,1,0
4274,8,0.00028780457796528935,0.0003041395975742489,1.6335019608959556e-05,8,8,1,0
4277,8,1.6038064131862484e-05,2.698935531952884e-05,1.0951291187666357e-05,8,8,1,0
4278,6,5.533619969355641e-06,8.993058145279065e-06,3.459438175923424e-06,6,2,1,0
4280,4,3.65859959856607e-05,2.4429085897281766e-05,-1.2156910088378936e-05,4,4,1,0
4286,4,0.0008227087673731148,0.0004860927874688059,-0.0003366159799043089,4,4,1,0
4289,9,0.3185581564903259,0.34001609683036804,0.021457940340042114,1,1,1,1
4290,4,4.192933192825876e-05,2.27291056944523e-05,-1.920022623380646e-05,4,4,1,0
4291,9,0.36679989099502563,0.35407567024230957,-0.012724220752716064,1,1,1,0
4292,8,3.5512746308086207e-06,6.3526290432491805e-06,2.80135441244056e-06,8,8,1,0
4296,4,0.00022686149168293923,5.950253034825437e-05,-0.00016735895769670606,4,4,1,0
4297,4,0.002087267115712166,0.0014546153834089637,-0.0006326517323032022,4,4,1,0
4298,8,1.518701679970036e-07,7.039873253233964e-07,5.521171715372475e-07,8,8,1,0
4299,1,0.002165679819881916,0.0016593817854300141,-0.0005062980344519019,1,1,1,0
4307,4,8.801729563856497e-05,5.592863817582838e-05,-3.208865746273659e-05,5,7,1,0
4308,3,0.02007204480469227,0.011484412476420403,-0.008587632328271866,3,4,1,0
4309,6,2.2399783119908534e-05,8.55566977406852e-05,6.315691280178726e-05,6,6,1,0
4311,0,0.0005801644292660058,0.00020422959642019123,-0.0003759348182938993,0,0,1,0
4314,0,0.0012831073254346848,0.001171424170024693,-0.00011168315540999174,2,2,1,0
4317,4,6.3808788581809495e-06,5.442471774586011e-06,-9.384070835949387e-07,4,4,1,0
4318,7,4.917837941320613e-07,4.0654978761267557e-07,-8.523400651938573e-08,7,7,1,0
4322,0,0.00027875014347955585,0.00013905150990467519,-0.00013969863357488066,2,2,1,0
4327,1,0.019962355494499207,0.015559292398393154,-0.004403063096106052,1,1,1,0
4328,4,0.0013868134701624513,0.0011078632669523358,-0.00027895020321011543,4,4,1,0
4332,1,0.0004635776858776808,0.0001910712890094146,-0.00027250638231635094,8,8,1,0
4333,7,1.1584459116420476e-06,8.52525602113019e-07,-3.059203095290286e-07,7,7,1,0
4334,1,0.01697366125881672,0.019432086497545242,0.0024584252387285233,1,1,1,1
4335,9,0.5019170045852661,0.2813708186149597,-0.2205461859703064,9,1,1,0
4338,0,1.3876538105250802e-05,1.56135738507146e-05,1.7370357454637997e-06,0,0,1,0
4339,8,0.000285084213828668,0.0004000886110588908,0.00011500439723022282,8,8,1,0
4342,2,0.0010348198702558875,0.0012983926571905613,0.0002635727869346738,3,3,1,0
4345,9,0.0027592312544584274,0.0016991285374388099,-0.0010601027170196176,4,4,1,0
4348,0,0.00016009983664844185,0.0001438937324564904,-1.6206104191951454e-05,0,0,1,0
4350,3,1.4557366739609279e-05,1.685378265392501e-05,2.2964159143157303e-06,3,3,1,0
4353,0,0.0010210227919742465,0.0004061301879119128,-0.0006148925749585032,0,0,1,0
4354,1,0.1805003583431244,0.1466791033744812,-0.03382125496864319,1,1,1,0
4358,1,0.007010516710579395,0.003073832718655467,-0.003936683759093285,1,1,1,0
4359,4,0.00015513782273046672,0.0002768095873761922,0.00012167176464572549,4,4,1,0
4360,1,0.0037768238689750433,0.002471672371029854,-0.0013051514979451895,1,1,1,0
4370,2,7.330988592002541e-05,0.00015752503531984985,8.421514939982444e-05,2,2,1,0
4373,0,0.0005747919785790145,0.0002775838365778327,-0.00029720814200118184,0,0,1,0
4374,9,0.4471457302570343,0.28060096502304077,-0.16654476523399353,1,1,1,0
4379,1,0.0004195774963591248,0.00030024186708033085,-0.00011933562927879393,1,1,1,0
4380,8,0.00015020791033748537,5.2032566600246355e-05,-9.817534009926021e-05,8,8,1,0
4381,4,2.7019466415367788e-06,1.283523602069181e-06,-1.4184230394675978e-06,4,4,1,0
4382,4,0.0002595461264718324,0.0002444691490381956,-1.5076977433636785e-05,4,4,1,0
4384,4,1.9628632799140178e-05,1.1057954907300882e-05,-8.570677891839296e-06,2,4,1,0
4385,1,0.0008785967947915196,0.00038387352833524346,-0.0004947232664562762,1,1,1,0
4387,0,0.008480468764901161,0.0031081102788448334,-0.005372358486056328,0,0,1,0
4390,1,0.0012783710844814777,0.0006098226876929402,-0.0006685483967885375,1,1,1,0
4391,6,8.503386925440282e-05,7.5184041634202e-05,-9.849827620200813e-06,5,4,1,0
4393,7,6.713120370704928e-08,1.2164454687990656e-07,5.4513343172857276e-08,7,7,1,0
4394,4,0.00014081918925512582,9.936087008100003e-05,-4.145831917412579e-05,4,4,1,0
4400,4,0.0012477138079702854,0.0011088906321674585,-0.00013882317580282688,4,4,1,0
4404,6,0.013918633572757244,0.026730172336101532,0.012811538763344288,6,6,1,1
4409,6,0.010394317097961903,0.013824328780174255,0.0034300116822123528,6,6,1,1
4412,8,0.0006883572787046432,0.002810579724609852,0.0021222224459052086,8,8,1,1
4413,4,0.0009878156706690788,0.0006606034585274756,-0.00032721221214160323,4,4,1,0
4416,9,0.46705690026283264,0.3043864071369171,-0.16267049312591553,1,1,1,0
4417,6,0.0008658391307108104,0.002104459097608924,0.0012386199086904526,6,6,1,1
4418,2,1.6899532511160942e-06,3.7312597669370007e-06,2.0413065158209065e-06,2,2,1,0
4421,6,0.0004654611402656883,0.0007234979420900345,0.0002580368018243462,6,4,1,0
4423,1,0.00010202413977822289,4.0474642446497455e-05,-6.154949369374663e-05,1,1,1,0
4429,4,2.214498999819625e-05,1.6447447706013918e-05,-5.697542292182334e-06,4,4,1,0
4431,2,5.894935384276323e-06,6.628892606386216e-06,7.339572221098933e-07,2,2,1,0
4434,6,1.265713399334345e-05,1.593486922502052e-05,3.2777352316770703e-06,6,4,1,0
4435,3,3.973712864535628e-06,3.7715499274781905e-06,-2.0216293705743738e-07,3,3,1,0
4447,4,2.444273377477657e-05,1.2148916539445054e-05,-1.2293817235331517e-05,4,4,1,0
4450,6,0.0015379952965304255,0.0006870584329590201,-0.0008509368635714054,6,2,1,0
4453,2,0.00016207335283979774,0.00021267373813316226,5.0600385293364525e-05,2,2,1,0
4455,2,3.612935688579455e-05,4.378578159958124e-05,7.656424713786691e-06,2,2,1,0
4457,9,0.004466116428375244,0.0008836581837385893,-0.003582458244636655,1,1,1,0
4458,1,0.0049765207804739475,0.0025292926002293825,-0.002447228180244565,1,1,1,0
4470,0,0.000390673492802307,0.0003911727399099618,4.9924710765481e-07,0,0,1,0
4472,3,9.228501767211128e-06,5.268709355732426e-05,4.3458592699607834e-05,5,5,1,0
4477,0,6.469125219155103e-05,2.9758284654235467e-05,-3.493296753731556e-05,0,0,1,0
4480,7,4.921047093375819e-06,6.044162432772282e-07,-4.316631020628847e-06,7,7,1,0
4483,3,0.00030339957447722554,0.00015224020171444863,-0.0001511593727627769,4,7,1,0
4493,2,0.00011411945888539776,0.00017698151350487024,6.286205461947247e-05,2,2,1,0
4499,7,8.661226456752047e-05,1.4233418369258288e-05,-7.237884710775688e-05,7,7,1,0
4506,7,0.0005142324953339994,0.00011453974002506584,-0.00039969274075701833,7,7,1,0
4507,8,4.0649592847330496e-06,9.685712029749993e-06,5.620752745016944e-06,8,8,1,0
4516,0,2.8731303245876916e-05,4.0767739847069606e-05,1.203643660119269e-05,0,0,1,0
4517,1,0.0002115094248438254,8.493325003655627e-05,-0.0001265761675313115,1,1,1,0
4522,7,7.514304911637737e-07,5.211327334109228e-07,-2.3029775775285088e-07,7,7,1,0
4524,0,0.004439570475369692,0.0020237851422280073,-0.0024157853331416845,0,0,1,0
4526,2,9.014148361075058e-08,1.5472447500997077e-07,6.458299139922019e-08,2,2,1,0
4527,4,4.106590040464653e-06,1.2901082300231792e-06,-2.8164818104414735e-06,4,4,1,0
4528,1,0.051966506987810135,0.03721611201763153,-0.014750394970178604,6,6,1,0
4533,1,0.010567567311227322,0.00700757559388876,-0.003559991717338562,1,1,1,0
4538,9,0.08441568166017532,0.027725614607334137,-0.056690067052841187,4,4,1,0
4541,9,0.8911216259002686,0.7585124969482422,-0.13260912895202637,9,9,1,0
4544,7,2.913726120823412e-06,6.971326342863904e-07,-2.216593429693603e-06,4,4,1,0
4545,9,0.7477057576179504,0.5770264267921448,-0.17067933082580566,9,9,1,0
4546,6,4.0563918446423486e-05,0.00018115589045919478,0.0001405919756507501,6,6,1,0
4551,8,0.00011287489905953407,0.00010659029067028314,-6.284608389250934e-06,8,8,1,0
4553,1,0.0001029985214699991,0.00019073118164669722,8.773266017669812e-05,1,1,1,0
4557,1,0.0049093784764409065,0.005431637167930603,0.0005222586914896965,1,1,1,0
4562,1,0.0006629169802181423,0.0005273892311379313,-0.00013552774908021092,1,1,1,0
4565,1,3.917151116183959e-05,6.693676550639793e-05,2.7765254344558343e-05,1,1,1,0
4567,0,0.00015346707368735224,0.00011099225957877934,-4.24748141085729e-05,2,2,1,0
4568,6,0.0007619673851877451,0.0029654952231794596,0.0022035278379917145,6,6,1,1
4570,6,0.031100550666451454,0.026776544749736786,-0.004324005916714668,6,6,1,0
